,2.5,1,1.5,0,2,3,4
2.5,8,0,0,0,1,0,0
1,1,0,0,1,0,0,0
1.5,0,0,0,0,3,1,1
0,4,0,0,5,3,1,0
2,1,0,0,1,3,0,1
3,6,0,0,6,7,5,2
4,0,0,0,0,0,0,0
